Final Quaternary Strand Length,3-RLL and Knuth,3-RLL and Knuth with Skips,3-RLL and Knuth by blocks
1914,219.0,217.0,115.0
1915,219.0,217.0,115.0
1916,220.0,217.0,115.0
1917,221.0,217.0,115.0
1918,221.0,217.0,115.0
1919,221.0,217.0,115.0
1920,221.0,217.0,115.0
1921,221.0,217.0,115.0
1922,221.0,217.0,115.0
1923,221.0,217.0,115.0
1924,221.0,217.0,116.0
1925,221.0,217.0,116.0
1926,221.0,217.0,116.0
1927,221.0,217.0,116.0
1928,221.0,217.0,116.0
1929,221.0,217.0,116.0
1930,221.0,218.0,116.0
1931,221.0,219.0,116.0
1932,221.0,219.0,116.0
1933,221.0,219.0,116.0
1934,222.0,219.0,116.0
1935,223.0,219.0,116.0
1936,223.0,219.0,116.0
1937,223.0,219.0,116.0
1938,223.0,219.0,116.0
1939,223.0,219.0,116.0
1940,223.0,219.0,116.0
1941,223.0,219.0,117.0
1942,223.0,219.0,117.0
1943,223.0,219.0,117.0
1944,223.0,219.0,117.0
1945,223.0,219.0,117.0
1946,223.0,219.0,117.0
1947,223.0,219.0,117.0
1948,223.0,220.0,117.0
1949,223.0,221.0,117.0
1950,223.0,221.0,117.0
1951,223.0,221.0,117.0
1952,224.0,221.0,117.0
1953,225.0,221.0,117.0
1954,225.0,221.0,117.0
1955,225.0,221.0,117.0
1956,225.0,221.0,117.0
1957,225.0,221.0,117.0
1958,225.0,221.0,118.0
1959,225.0,221.0,118.0
1960,225.0,221.0,118.0
1961,225.0,221.0,118.0
1962,225.0,221.0,118.0
1963,225.0,221.0,118.0
1964,225.0,221.0,118.0
1965,225.0,221.0,118.0
1966,225.0,222.0,118.0
1967,225.0,223.0,118.0
1968,225.0,223.0,118.0
1969,225.0,223.0,118.0
1970,226.0,223.0,118.0
1971,227.0,223.0,118.0
1972,227.0,223.0,118.0
1973,227.0,223.0,118.0
1974,227.0,223.0,118.0
1975,227.0,223.0,119.0
1976,227.0,223.0,119.0
1977,227.0,223.0,119.0
1978,227.0,223.0,119.0
1979,227.0,223.0,119.0
1980,227.0,223.0,119.0
1981,227.0,223.0,119.0
1982,227.0,223.0,119.0
1983,227.0,223.0,119.0
1984,227.0,224.0,119.0
1985,227.0,225.0,119.0
1986,227.0,225.0,119.0
1987,227.0,225.0,119.0
1988,228.0,225.0,119.0
1989,229.0,225.0,119.0
1990,229.0,225.0,119.0
1991,229.0,225.0,119.0
1992,229.0,225.0,120.0
1993,229.0,225.0,120.0
1994,229.0,225.0,120.0
1995,229.0,225.0,120.0
1996,229.0,225.0,120.0
1997,229.0,225.0,120.0
1998,229.0,225.0,120.0
1999,229.0,225.0,120.0
2000,229.0,225.0,120.0
2001,229.0,225.0,120.0
2002,229.0,226.0,120.0
2003,229.0,227.0,120.0
2004,229.0,227.0,120.0
2005,229.0,227.0,120.0
2006,230.0,227.0,120.0
2007,231.0,227.0,120.0
2008,231.0,227.0,120.0
2009,231.0,227.0,121.0
2010,231.0,227.0,121.0
2011,231.0,227.0,121.0
2012,231.0,227.0,121.0
2013,231.0,227.0,121.0
2014,231.0,227.0,121.0
2015,231.0,227.0,121.0
2016,231.0,227.0,121.0
2017,231.0,227.0,121.0
2018,231.0,227.0,121.0
2019,231.0,227.0,121.0
2020,231.0,228.0,121.0
2021,231.0,229.0,121.0
2022,231.0,229.0,121.0
2023,231.0,229.0,121.0
2024,232.0,229.0,121.0
2025,233.0,229.0,121.0
2026,233.0,229.0,122.0
2027,233.0,229.0,122.0
2028,233.0,229.0,122.0
2029,233.0,229.0,122.0
2030,233.0,229.0,122.0
2031,233.0,229.0,122.0
2032,233.0,229.0,122.0
2033,233.0,229.0,122.0
2034,233.0,229.0,122.0
2035,233.0,229.0,122.0
2036,233.0,229.0,122.0
2037,233.0,229.0,122.0
2038,233.0,230.0,122.0
2039,233.0,231.0,122.0
2040,233.0,231.0,122.0
2041,233.0,231.0,122.0
2042,234.0,231.0,122.0
2043,235.0,231.0,123.0
2044,235.0,231.0,123.0
2045,235.0,231.0,123.0
2046,235.0,231.0,123.0
2047,235.0,231.0,123.0
2048,235.0,231.0,123.0
2049,235.0,231.0,123.0
2050,235.0,231.0,123.0
2051,235.0,231.0,123.0
2052,235.0,231.0,123.0
2053,235.0,231.0,123.0
2054,235.0,231.0,123.0
2055,235.0,231.0,123.0
2056,235.0,232.0,123.0
2057,235.0,233.0,123.0
2058,235.0,233.0,123.0
2059,235.0,233.0,123.0
2060,236.0,233.0,124.0
2061,237.0,233.0,124.0
2062,237.0,233.0,124.0
2063,237.0,233.0,124.0
2064,237.0,233.0,124.0
2065,237.0,233.0,124.0
2066,237.0,233.0,124.0
2067,237.0,233.0,124.0
2068,237.0,233.0,124.0
2069,237.0,233.0,124.0
2070,237.0,233.0,124.0
2071,237.0,233.0,124.0
2072,237.0,233.0,124.0
2073,237.0,233.0,124.0
2074,237.0,234.0,124.0
2075,237.0,235.0,124.0
2076,237.0,235.0,124.0
2077,237.0,235.0,125.0
2078,238.0,235.0,125.0
2079,239.0,235.0,125.0
2080,239.0,235.0,125.0
2081,239.0,235.0,125.0
2082,239.0,235.0,125.0
2083,239.0,235.0,125.0
2084,239.0,235.0,125.0
2085,239.0,235.0,125.0
2086,239.0,235.0,125.0
2087,239.0,235.0,125.0
2088,239.0,235.0,125.0
2089,239.0,235.0,125.0
2090,239.0,235.0,125.0
2091,239.0,235.0,125.0
2092,239.0,236.0,125.0
2093,239.0,237.0,125.0
2094,239.0,237.0,126.0
2095,239.0,237.0,126.0
2096,240.0,237.0,126.0
2097,241.0,237.0,126.0
2098,241.0,237.0,126.0
2099,241.0,237.0,126.0
2100,241.0,237.0,126.0
2101,241.0,237.0,126.0
2102,241.0,237.0,126.0
2103,241.0,237.0,126.0
2104,241.0,237.0,126.0
2105,241.0,237.0,126.0
2106,241.0,237.0,126.0
2107,241.0,237.0,126.0
2108,241.0,237.0,126.0
2109,241.0,237.0,126.0
2110,241.0,238.0,126.0
2111,241.0,239.0,127.0
2112,241.0,239.0,127.0
2113,241.0,239.0,127.0
2114,242.0,239.0,127.0
2115,243.0,239.0,127.0
2116,243.0,239.0,127.0
2117,243.0,239.0,127.0
2118,243.0,239.0,127.0
2119,243.0,239.0,127.0
2120,243.0,239.0,127.0
2121,243.0,239.0,127.0
2122,243.0,239.0,127.0
2123,243.0,239.0,127.0
2124,243.0,239.0,127.0
2125,243.0,239.0,127.0
2126,243.0,239.0,127.0
2127,243.0,239.0,127.0
2128,243.0,240.0,128.0
2129,243.0,241.0,128.0
2130,243.0,241.0,128.0
2131,243.0,241.0,128.0
2132,244.0,241.0,128.0
2133,245.0,241.0,128.0
2134,245.0,241.0,128.0
2135,245.0,241.0,128.0
2136,245.0,241.0,128.0
2137,245.0,241.0,128.0
2138,245.0,241.0,128.0
2139,245.0,241.0,128.0
2140,245.0,241.0,128.0
2141,245.0,241.0,128.0
2142,245.0,241.0,128.0
2143,245.0,241.0,128.0
2144,245.0,241.0,128.0
2145,245.0,241.0,129.0
2146,245.0,242.0,129.0
2147,245.0,243.0,129.0
2148,245.0,243.0,129.0
2149,245.0,243.0,129.0
2150,246.0,243.0,129.0
2151,247.0,243.0,129.0
2152,247.0,243.0,129.0
2153,247.0,243.0,129.0
2154,247.0,243.0,129.0
2155,247.0,243.0,129.0
2156,247.0,243.0,129.0
2157,247.0,243.0,129.0
2158,247.0,243.0,129.0
2159,247.0,243.0,129.0
2160,247.0,243.0,129.0
2161,247.0,243.0,129.0
2162,247.0,243.0,130.0
2163,247.0,243.0,130.0
2164,247.0,244.0,130.0
2165,247.0,245.0,130.0
2166,247.0,245.0,130.0
2167,247.0,245.0,130.0
2168,248.0,245.0,130.0
2169,249.0,245.0,130.0
2170,249.0,245.0,130.0
2171,249.0,245.0,130.0
2172,249.0,245.0,130.0
2173,249.0,245.0,130.0
2174,249.0,245.0,130.0
2175,249.0,245.0,130.0
2176,249.0,245.0,130.0
2177,249.0,245.0,130.0
2178,249.0,245.0,130.0
2179,249.0,245.0,131.0
2180,249.0,245.0,131.0
2181,249.0,245.0,131.0
2182,249.0,246.0,131.0
2183,249.0,247.0,131.0
2184,249.0,247.0,131.0
2185,249.0,247.0,131.0
2186,250.0,247.0,131.0
2187,251.0,247.0,131.0
2188,251.0,247.0,131.0
2189,251.0,247.0,131.0
2190,251.0,247.0,131.0
2191,251.0,247.0,131.0
2192,251.0,247.0,131.0
2193,251.0,247.0,131.0
2194,251.0,247.0,131.0
2195,251.0,247.0,131.0
2196,251.0,247.0,132.0
2197,251.0,247.0,132.0
2198,251.0,247.0,132.0
2199,251.0,247.0,132.0
2200,251.0,248.0,132.0
2201,251.0,249.0,132.0
2202,251.0,249.0,132.0
2203,251.0,249.0,132.0
2204,252.0,249.0,132.0
2205,253.0,249.0,132.0
2206,253.0,249.0,132.0
2207,253.0,249.0,132.0
2208,253.0,249.0,132.0
2209,253.0,249.0,132.0
2210,253.0,249.0,132.0
2211,253.0,249.0,132.0
2212,253.0,249.0,132.0
2213,253.0,249.0,133.0
2214,253.0,249.0,133.0
2215,253.0,249.0,133.0
2216,253.0,249.0,133.0
2217,253.0,249.0,133.0
2218,253.0,250.0,133.0
2219,253.0,251.0,133.0
2220,253.0,251.0,133.0
2221,253.0,251.0,133.0
2222,254.0,251.0,133.0
2223,255.0,251.0,133.0
2224,255.0,251.0,133.0
2225,255.0,251.0,133.0
2226,255.0,251.0,133.0
2227,255.0,251.0,133.0
2228,255.0,251.0,133.0
2229,255.0,251.0,133.0
2230,255.0,251.0,134.0
2231,255.0,251.0,134.0
2232,255.0,251.0,134.0
2233,255.0,251.0,134.0
2234,255.0,251.0,134.0
2235,255.0,251.0,134.0
2236,255.0,252.0,134.0
2237,255.0,253.0,134.0
2238,255.0,253.0,134.0
2239,255.0,253.0,134.0
2240,256.0,253.0,134.0
2241,257.0,253.0,134.0
2242,257.0,253.0,134.0
2243,257.0,253.0,134.0
2244,257.0,253.0,134.0
2245,257.0,253.0,134.0
2246,257.0,253.0,134.0
2247,257.0,253.0,135.0
2248,257.0,253.0,135.0
2249,257.0,253.0,135.0
2250,257.0,253.0,135.0
2251,257.0,253.0,135.0
2252,257.0,253.0,135.0
2253,257.0,253.0,135.0
2254,257.0,254.0,135.0
2255,257.0,255.0,135.0
2256,257.0,255.0,135.0
2257,257.0,255.0,135.0
2258,258.0,255.0,135.0
2259,259.0,255.0,135.0
2260,259.0,255.0,135.0
2261,259.0,255.0,135.0
2262,259.0,255.0,135.0
2263,259.0,255.0,135.0
2264,259.0,255.0,136.0
2265,259.0,255.0,136.0
2266,259.0,255.0,136.0
2267,259.0,255.0,136.0
2268,259.0,255.0,136.0
2269,259.0,255.0,136.0
2270,259.0,255.0,136.0
2271,259.0,255.0,136.0
2272,259.0,256.0,136.0
2273,259.0,257.0,136.0
2274,259.0,257.0,136.0
2275,259.0,257.0,136.0
2276,260.0,257.0,136.0
2277,261.0,257.0,136.0
2278,261.0,257.0,136.0
2279,261.0,257.0,136.0
2280,261.0,257.0,136.0
2281,261.0,257.0,137.0
2282,261.0,257.0,137.0
2283,261.0,257.0,137.0
2284,261.0,257.0,137.0
2285,261.0,257.0,137.0
2286,261.0,257.0,137.0
2287,261.0,257.0,137.0
2288,261.0,257.0,137.0
2289,261.0,257.0,137.0
2290,261.0,258.0,137.0
2291,261.0,259.0,137.0
2292,261.0,259.0,137.0
2293,261.0,259.0,137.0
2294,262.0,259.0,137.0
2295,263.0,259.0,137.0
2296,263.0,259.0,137.0
2297,263.0,259.0,137.0
2298,263.0,259.0,138.0
2299,263.0,259.0,138.0
2300,263.0,259.0,138.0
2301,263.0,259.0,138.0
2302,263.0,259.0,138.0
2303,263.0,259.0,138.0
2304,263.0,259.0,138.0
2305,263.0,259.0,138.0
2306,263.0,259.0,138.0
2307,263.0,259.0,138.0
2308,263.0,260.0,138.0
2309,263.0,261.0,138.0
2310,263.0,261.0,138.0
2311,263.0,261.0,138.0
2312,264.0,261.0,138.0
2313,265.0,261.0,138.0
2314,265.0,261.0,138.0
2315,265.0,261.0,139.0
2316,265.0,261.0,139.0
2317,265.0,261.0,139.0
2318,265.0,261.0,139.0
2319,265.0,261.0,139.0
2320,265.0,261.0,139.0
2321,265.0,261.0,139.0
2322,265.0,261.0,139.0
2323,265.0,261.0,139.0
2324,265.0,261.0,139.0
2325,265.0,261.0,139.0
2326,265.0,262.0,139.0
2327,265.0,263.0,139.0
2328,265.0,263.0,139.0
2329,265.0,263.0,139.0
2330,266.0,263.0,139.0
2331,267.0,263.0,139.0
2332,267.0,263.0,140.0
2333,267.0,263.0,140.0
2334,267.0,263.0,140.0
2335,267.0,263.0,140.0
2336,267.0,263.0,140.0
2337,267.0,263.0,140.0
2338,267.0,263.0,140.0
2339,267.0,263.0,140.0
2340,267.0,263.0,140.0
2341,267.0,263.0,140.0
2342,267.0,263.0,140.0
2343,267.0,263.0,140.0
2344,267.0,264.0,140.0
2345,267.0,265.0,140.0
2346,267.0,265.0,140.0
2347,267.0,265.0,140.0
2348,268.0,265.0,140.0
2349,269.0,265.0,141.0
2350,269.0,265.0,141.0
2351,269.0,265.0,141.0
2352,269.0,265.0,141.0
2353,269.0,265.0,141.0
2354,269.0,265.0,141.0
2355,269.0,265.0,141.0
2356,269.0,265.0,141.0
2357,269.0,265.0,141.0
2358,269.0,265.0,141.0
2359,269.0,265.0,141.0
2360,269.0,265.0,141.0
2361,269.0,265.0,141.0
2362,269.0,266.0,141.0
2363,269.0,267.0,141.0
2364,269.0,267.0,141.0
2365,269.0,267.0,141.0
2366,270.0,267.0,142.0
2367,271.0,267.0,142.0
2368,271.0,267.0,142.0
2369,271.0,267.0,142.0
2370,271.0,267.0,142.0
2371,271.0,267.0,142.0
2372,271.0,267.0,142.0
2373,271.0,267.0,142.0
2374,271.0,267.0,142.0
2375,271.0,267.0,142.0
2376,271.0,267.0,142.0
2377,271.0,267.0,142.0
2378,271.0,267.0,142.0
2379,271.0,267.0,142.0
2380,271.0,268.0,142.0
2381,271.0,269.0,142.0
2382,271.0,269.0,142.0
2383,271.0,269.0,143.0
2384,272.0,269.0,143.0
2385,273.0,269.0,143.0
2386,273.0,269.0,143.0
2387,273.0,269.0,143.0
2388,273.0,269.0,143.0
2389,273.0,269.0,143.0
2390,273.0,269.0,143.0
2391,273.0,269.0,143.0
2392,273.0,269.0,143.0
2393,273.0,269.0,143.0
2394,273.0,269.0,143.0
2395,273.0,269.0,143.0
2396,273.0,269.0,143.0
2397,273.0,269.0,143.0
2398,273.0,270.0,143.0
2399,273.0,271.0,143.0
2400,273.0,271.0,144.0
2401,273.0,271.0,144.0
2402,274.0,271.0,144.0
2403,275.0,271.0,144.0
2404,275.0,271.0,144.0
2405,275.0,271.0,144.0
2406,275.0,271.0,144.0
2407,275.0,271.0,144.0
2408,275.0,271.0,144.0
2409,275.0,271.0,144.0
2410,275.0,271.0,144.0
2411,275.0,271.0,144.0
2412,275.0,271.0,144.0
2413,275.0,271.0,144.0
2414,275.0,271.0,144.0
2415,275.0,271.0,144.0
2416,275.0,272.0,144.0
2417,275.0,273.0,145.0
2418,275.0,273.0,145.0
2419,275.0,273.0,145.0
2420,276.0,273.0,145.0
2421,277.0,273.0,145.0
2422,277.0,273.0,145.0
2423,277.0,273.0,145.0
2424,277.0,273.0,145.0
2425,277.0,273.0,145.0
2426,277.0,273.0,145.0
2427,277.0,273.0,145.0
2428,277.0,273.0,145.0
2429,277.0,273.0,145.0
2430,277.0,273.0,145.0
2431,277.0,273.0,145.0
2432,277.0,273.0,145.0
2433,277.0,273.0,145.0
2434,277.0,274.0,146.0
2435,277.0,275.0,146.0
2436,277.0,275.0,146.0
2437,277.0,275.0,146.0
2438,278.0,275.0,146.0
2439,279.0,275.0,146.0
2440,279.0,275.0,146.0
2441,279.0,275.0,146.0
2442,279.0,275.0,146.0
2443,279.0,275.0,146.0
2444,279.0,275.0,146.0
2445,279.0,275.0,146.0
2446,279.0,275.0,146.0
2447,279.0,275.0,146.0
2448,279.0,275.0,146.0
2449,279.0,275.0,146.0
2450,279.0,275.0,146.0
2451,279.0,275.0,147.0
2452,279.0,276.0,147.0
2453,279.0,277.0,147.0
2454,279.0,277.0,147.0
2455,279.0,277.0,147.0
2456,280.0,277.0,147.0
2457,281.0,277.0,147.0
2458,281.0,277.0,147.0
2459,281.0,277.0,147.0
2460,281.0,277.0,147.0
2461,281.0,277.0,147.0
2462,281.0,277.0,147.0
2463,281.0,277.0,147.0
2464,281.0,277.0,147.0
2465,281.0,277.0,147.0
2466,281.0,277.0,147.0
2467,281.0,277.0,147.0
2468,281.0,277.0,148.0
2469,281.0,277.0,148.0
2470,281.0,278.0,148.0
2471,281.0,279.0,148.0
2472,281.0,279.0,148.0
2473,281.0,279.0,148.0
2474,282.0,279.0,148.0
2475,283.0,279.0,148.0
2476,283.0,279.0,148.0
2477,283.0,279.0,148.0
2478,283.0,279.0,148.0
2479,283.0,279.0,148.0
2480,283.0,279.0,148.0
2481,283.0,279.0,148.0
2482,283.0,279.0,148.0
2483,283.0,279.0,148.0
2484,283.0,279.0,148.0
2485,283.0,279.0,149.0
2486,283.0,279.0,149.0
2487,283.0,279.0,149.0
2488,283.0,280.0,149.0
2489,283.0,281.0,149.0
2490,283.0,281.0,149.0
2491,283.0,281.0,149.0
2492,284.0,281.0,149.0
2493,285.0,281.0,149.0
2494,285.0,281.0,149.0
2495,285.0,281.0,149.0
2496,285.0,281.0,149.0
2497,285.0,281.0,149.0
2498,285.0,281.0,149.0
2499,285.0,281.0,149.0
2500,285.0,281.0,149.0
2501,285.0,281.0,149.0
2502,285.0,281.0,150.0
2503,285.0,281.0,150.0
2504,285.0,281.0,150.0
2505,285.0,281.0,150.0
2506,285.0,282.0,150.0
2507,285.0,283.0,150.0
2508,285.0,283.0,150.0
2509,285.0,283.0,150.0
2510,286.0,283.0,150.0
2511,287.0,283.0,150.0
2512,287.0,283.0,150.0
2513,287.0,283.0,150.0
2514,287.0,283.0,150.0
2515,287.0,283.0,150.0
2516,287.0,283.0,150.0
2517,287.0,283.0,150.0
2518,287.0,283.0,150.0
2519,287.0,283.0,151.0
2520,287.0,283.0,151.0
2521,287.0,283.0,151.0
2522,287.0,283.0,151.0
2523,287.0,283.0,151.0
2524,287.0,284.0,151.0
2525,287.0,285.0,151.0
2526,287.0,285.0,151.0
2527,287.0,285.0,151.0
2528,288.0,285.0,151.0
2529,289.0,285.0,151.0
2530,289.0,285.0,151.0
2531,289.0,285.0,151.0
2532,289.0,285.0,151.0
2533,289.0,285.0,151.0
2534,289.0,285.0,151.0
2535,289.0,285.0,151.0
2536,289.0,285.0,152.0
2537,289.0,285.0,152.0
2538,289.0,285.0,152.0
2539,289.0,285.0,152.0
2540,289.0,285.0,152.0
2541,289.0,285.0,152.0
2542,289.0,286.0,152.0
2543,289.0,287.0,152.0
2544,289.0,287.0,152.0
2545,289.0,287.0,152.0
2546,290.0,287.0,152.0
2547,291.0,287.0,152.0
2548,291.0,287.0,152.0
2549,291.0,287.0,152.0
2550,291.0,287.0,152.0
2551,291.0,287.0,152.0
2552,291.0,287.0,152.0
2553,291.0,287.0,153.0
2554,291.0,287.0,153.0
2555,291.0,287.0,153.0
2556,291.0,287.0,153.0
2557,291.0,287.0,153.0
2558,291.0,287.0,153.0
2559,291.0,287.0,153.0
2560,291.0,288.0,153.0
2561,291.0,289.0,153.0
2562,291.0,289.0,153.0
2563,291.0,289.0,153.0
2564,292.0,289.0,153.0
2565,293.0,289.0,153.0
2566,293.0,289.0,153.0
2567,293.0,289.0,153.0
2568,293.0,289.0,153.0
2569,293.0,289.0,153.0
2570,293.0,289.0,154.0
2571,293.0,289.0,154.0
2572,293.0,289.0,154.0
2573,293.0,289.0,154.0
2574,293.0,289.0,154.0
2575,293.0,289.0,154.0
2576,293.0,289.0,154.0
2577,293.0,289.0,154.0
2578,293.0,290.0,154.0
2579,293.0,291.0,154.0
2580,293.0,291.0,154.0
2581,293.0,291.0,154.0
2582,294.0,291.0,154.0
2583,295.0,291.0,154.0
2584,295.0,291.0,154.0
2585,295.0,291.0,154.0
2586,295.0,291.0,154.0
2587,295.0,291.0,155.0
2588,295.0,291.0,155.0
2589,295.0,291.0,155.0
2590,295.0,291.0,155.0
2591,295.0,291.0,155.0
2592,295.0,291.0,155.0
2593,295.0,291.0,155.0
2594,295.0,291.0,155.0
2595,295.0,291.0,155.0
2596,295.0,292.0,155.0
2597,295.0,293.0,155.0
2598,295.0,293.0,155.0
2599,295.0,293.0,155.0
2600,296.0,293.0,155.0
2601,297.0,293.0,155.0
2602,297.0,293.0,155.0
2603,297.0,293.0,155.0
2604,297.0,293.0,156.0
2605,297.0,293.0,156.0
2606,297.0,293.0,156.0
2607,297.0,293.0,156.0
2608,297.0,293.0,156.0
2609,297.0,293.0,156.0
2610,297.0,293.0,156.0
2611,297.0,293.0,156.0
2612,297.0,293.0,156.0
2613,297.0,293.0,156.0
2614,297.0,294.0,156.0
2615,297.0,295.0,156.0
2616,297.0,295.0,156.0
2617,297.0,295.0,156.0
2618,298.0,295.0,156.0
2619,299.0,295.0,156.0
2620,299.0,295.0,156.0
2621,299.0,295.0,157.0
2622,299.0,295.0,157.0
2623,299.0,295.0,157.0
2624,299.0,295.0,157.0
2625,299.0,295.0,157.0
2626,299.0,295.0,157.0
2627,299.0,295.0,157.0
2628,299.0,295.0,157.0
2629,299.0,295.0,157.0
2630,299.0,295.0,157.0
2631,299.0,295.0,157.0
2632,299.0,296.0,157.0
2633,299.0,297.0,157.0
2634,299.0,297.0,157.0
2635,299.0,297.0,157.0
2636,300.0,297.0,157.0
2637,301.0,297.0,157.0
2638,301.0,297.0,158.0
2639,301.0,297.0,158.0
2640,301.0,297.0,158.0
2641,301.0,297.0,158.0
2642,301.0,297.0,158.0
2643,301.0,297.0,158.0
2644,301.0,297.0,158.0
2645,301.0,297.0,158.0
2646,301.0,297.0,158.0
2647,301.0,297.0,158.0
2648,301.0,297.0,158.0
2649,301.0,297.0,158.0
2650,301.0,298.0,158.0
2651,301.0,299.0,158.0
2652,301.0,299.0,158.0
2653,301.0,299.0,158.0
2654,302.0,299.0,158.0
2655,303.0,299.0,159.0
2656,303.0,299.0,159.0
2657,303.0,299.0,159.0
2658,303.0,299.0,159.0
2659,303.0,299.0,159.0
2660,303.0,299.0,159.0
2661,303.0,299.0,159.0
2662,303.0,299.0,159.0
2663,303.0,299.0,159.0
2664,303.0,299.0,159.0
2665,303.0,299.0,159.0
2666,303.0,299.0,159.0
2667,303.0,299.0,159.0
2668,303.0,300.0,159.0
2669,303.0,301.0,159.0
2670,303.0,301.0,159.0
2671,303.0,301.0,159.0
2672,304.0,301.0,160.0
2673,305.0,301.0,160.0
2674,305.0,301.0,160.0
2675,305.0,301.0,160.0
2676,305.0,301.0,160.0
2677,305.0,301.0,160.0
2678,305.0,301.0,160.0
2679,305.0,301.0,160.0
2680,305.0,301.0,160.0
2681,305.0,301.0,160.0
2682,305.0,301.0,160.0
2683,305.0,301.0,160.0
2684,305.0,301.0,160.0
2685,305.0,301.0,160.0
2686,305.0,302.0,160.0
2687,305.0,303.0,160.0
2688,305.0,303.0,160.0
2689,305.0,303.0,161.0
2690,306.0,303.0,161.0
2691,307.0,303.0,161.0
2692,307.0,303.0,161.0
2693,307.0,303.0,161.0
2694,307.0,303.0,161.0
2695,307.0,303.0,161.0
2696,307.0,303.0,161.0
2697,307.0,303.0,161.0
2698,307.0,303.0,161.0
2699,307.0,303.0,161.0
2700,307.0,303.0,161.0
2701,307.0,303.0,161.0
2702,307.0,303.0,161.0
2703,307.0,303.0,161.0
2704,307.0,304.0,161.0
2705,307.0,305.0,161.0
2706,307.0,305.0,162.0
2707,307.0,305.0,162.0
2708,308.0,305.0,162.0
2709,309.0,305.0,162.0
2710,309.0,305.0,162.0
2711,309.0,305.0,162.0
2712,309.0,305.0,162.0
2713,309.0,305.0,162.0
2714,309.0,305.0,162.0
2715,309.0,305.0,162.0
2716,309.0,305.0,162.0
2717,309.0,305.0,162.0
2718,309.0,305.0,162.0
2719,309.0,305.0,162.0
2720,309.0,305.0,162.0
2721,309.0,305.0,162.0
2722,309.0,306.0,162.0
2723,309.0,307.0,163.0
2724,309.0,307.0,163.0
2725,309.0,307.0,163.0
2726,310.0,307.0,163.0
2727,311.0,307.0,163.0
2728,311.0,307.0,163.0
2729,311.0,307.0,163.0
2730,311.0,307.0,163.0
2731,311.0,307.0,163.0
2732,311.0,307.0,163.0
2733,311.0,307.0,163.0
2734,311.0,307.0,163.0
2735,311.0,307.0,163.0
2736,311.0,307.0,163.0
2737,311.0,307.0,163.0
2738,311.0,307.0,163.0
2739,311.0,307.0,163.0
2740,311.0,308.0,164.0
2741,311.0,309.0,164.0
2742,311.0,309.0,164.0
2743,311.0,309.0,164.0
2744,312.0,309.0,164.0
2745,313.0,309.0,164.0
2746,313.0,309.0,164.0
2747,313.0,309.0,164.0
2748,313.0,309.0,164.0
2749,313.0,309.0,164.0
2750,313.0,309.0,164.0
2751,313.0,309.0,164.0
2752,313.0,309.0,164.0
2753,313.0,309.0,164.0
2754,313.0,309.0,164.0
2755,313.0,309.0,164.0
2756,313.0,309.0,164.0
2757,313.0,309.0,165.0
2758,313.0,310.0,165.0
2759,313.0,311.0,165.0
2760,313.0,311.0,165.0
2761,313.0,311.0,165.0
2762,314.0,311.0,165.0
2763,315.0,311.0,165.0
2764,315.0,311.0,165.0
2765,315.0,311.0,165.0
2766,315.0,311.0,165.0
2767,315.0,311.0,165.0
2768,315.0,311.0,165.0
2769,315.0,311.0,165.0
2770,315.0,311.0,165.0
2771,315.0,311.0,165.0
2772,315.0,311.0,165.0
2773,315.0,311.0,165.0
2774,315.0,311.0,166.0
2775,315.0,311.0,166.0
2776,315.0,312.0,166.0
2777,315.0,313.0,166.0
2778,315.0,313.0,166.0
2779,315.0,313.0,166.0
2780,316.0,313.0,166.0
2781,317.0,313.0,166.0
2782,317.0,313.0,166.0
2783,317.0,313.0,166.0
2784,317.0,313.0,166.0
2785,317.0,313.0,166.0
2786,317.0,313.0,166.0
2787,317.0,313.0,166.0
2788,317.0,313.0,166.0
2789,317.0,313.0,166.0
2790,317.0,313.0,166.0
2791,317.0,313.0,167.0
2792,317.0,313.0,167.0
2793,317.0,313.0,167.0
2794,317.0,314.0,167.0
2795,317.0,315.0,167.0
2796,317.0,315.0,167.0
2797,317.0,315.0,167.0
2798,318.0,315.0,167.0
2799,319.0,315.0,167.0
2800,319.0,315.0,167.0
2801,319.0,315.0,167.0
2802,319.0,315.0,167.0
2803,319.0,315.0,167.0
2804,319.0,315.0,167.0
2805,319.0,315.0,167.0
2806,319.0,315.0,167.0
2807,319.0,315.0,167.0
2808,319.0,315.0,168.0
2809,319.0,315.0,168.0
2810,319.0,315.0,168.0
2811,319.0,315.0,168.0
2812,319.0,316.0,168.0
2813,319.0,317.0,168.0
2814,319.0,317.0,168.0
2815,319.0,317.0,168.0
2816,320.0,317.0,168.0
2817,321.0,317.0,168.0
2818,321.0,317.0,168.0
2819,321.0,317.0,168.0
2820,321.0,317.0,168.0
2821,321.0,317.0,168.0
2822,321.0,317.0,168.0
2823,321.0,317.0,168.0
2824,321.0,317.0,168.0
2825,321.0,317.0,169.0
2826,321.0,317.0,169.0
2827,321.0,317.0,169.0
2828,321.0,317.0,169.0
2829,321.0,317.0,169.0
2830,321.0,318.0,169.0
2831,321.0,319.0,169.0
2832,321.0,319.0,169.0
2833,321.0,319.0,169.0
2834,322.0,319.0,169.0
2835,323.0,319.0,169.0
2836,323.0,319.0,169.0
2837,323.0,319.0,169.0
2838,323.0,319.0,169.0
2839,323.0,319.0,169.0
2840,323.0,319.0,169.0
2841,323.0,319.0,169.0
2842,323.0,319.0,170.0
