Final Quaternary Strand Length,3-RLL and Knuth,3-RLL and Knuth with Skips,3-RLL and Knuth by blocks
4701,530.0,525.0,279.0
4702,530.0,526.0,279.0
4703,530.0,527.0,279.0
4704,530.0,527.0,279.0
4705,530.0,527.0,279.0
4706,530.0,527.0,279.0
4707,531.0,527.0,279.0
4708,532.0,527.0,279.0
4709,532.0,527.0,279.0
4710,532.0,527.0,279.0
4711,532.0,527.0,279.0
4712,532.0,527.0,280.0
4713,532.0,527.0,280.0
4714,532.0,527.0,280.0
4715,532.0,527.0,280.0
4716,532.0,527.0,280.0
4717,532.0,527.0,280.0
4718,532.0,527.0,280.0
4719,532.0,527.0,280.0
4720,532.0,528.0,280.0
4721,532.0,529.0,280.0
4722,532.0,529.0,280.0
4723,532.0,529.0,280.0
4724,532.0,529.0,280.0
4725,533.0,529.0,280.0
4726,534.0,529.0,280.0
4727,534.0,529.0,280.0
4728,534.0,529.0,280.0
4729,534.0,529.0,281.0
4730,534.0,529.0,281.0
4731,534.0,529.0,281.0
4732,534.0,529.0,281.0
4733,534.0,529.0,281.0
4734,534.0,529.0,281.0
4735,534.0,529.0,281.0
4736,534.0,529.0,281.0
4737,534.0,529.0,281.0
4738,534.0,530.0,281.0
4739,534.0,531.0,281.0
4740,534.0,531.0,281.0
4741,534.0,531.0,281.0
4742,534.0,531.0,281.0
4743,535.0,531.0,281.0
4744,536.0,531.0,281.0
4745,536.0,531.0,281.0
4746,536.0,531.0,282.0
4747,536.0,531.0,282.0
4748,536.0,531.0,282.0
4749,536.0,531.0,282.0
4750,536.0,531.0,282.0
4751,536.0,531.0,282.0
4752,536.0,531.0,282.0
4753,536.0,531.0,282.0
4754,536.0,531.0,282.0
4755,536.0,531.0,282.0
4756,536.0,532.0,282.0
4757,536.0,533.0,282.0
4758,536.0,533.0,282.0
4759,536.0,533.0,282.0
4760,536.0,533.0,282.0
4761,537.0,533.0,282.0
4762,538.0,533.0,282.0
4763,538.0,533.0,283.0
4764,538.0,533.0,283.0
4765,538.0,533.0,283.0
4766,538.0,533.0,283.0
4767,538.0,533.0,283.0
4768,538.0,533.0,283.0
4769,538.0,533.0,283.0
4770,538.0,533.0,283.0
4771,538.0,533.0,283.0
4772,538.0,533.0,283.0
4773,538.0,533.0,283.0
4774,538.0,534.0,283.0
4775,538.0,535.0,283.0
4776,538.0,535.0,283.0
4777,538.0,535.0,283.0
4778,538.0,535.0,283.0
4779,539.0,535.0,283.0
4780,540.0,535.0,284.0
4781,540.0,535.0,284.0
4782,540.0,535.0,284.0
4783,540.0,535.0,284.0
4784,540.0,535.0,284.0
4785,540.0,535.0,284.0
4786,540.0,535.0,284.0
4787,540.0,535.0,284.0
4788,540.0,535.0,284.0
4789,540.0,535.0,284.0
4790,540.0,535.0,284.0
4791,540.0,535.0,284.0
4792,540.0,536.0,284.0
4793,540.0,537.0,284.0
4794,540.0,537.0,284.0
4795,540.0,537.0,284.0
4796,540.0,537.0,284.0
4797,541.0,537.0,285.0
4798,542.0,537.0,285.0
4799,542.0,537.0,285.0
4800,542.0,537.0,285.0
4801,542.0,537.0,285.0
4802,542.0,537.0,285.0
4803,542.0,537.0,285.0
4804,542.0,537.0,285.0
4805,542.0,537.0,285.0
4806,542.0,537.0,285.0
4807,542.0,537.0,285.0
4808,542.0,537.0,285.0
4809,542.0,537.0,285.0
4810,542.0,538.0,285.0
4811,542.0,539.0,285.0
4812,542.0,539.0,285.0
4813,542.0,539.0,285.0
4814,542.0,539.0,286.0
4815,543.0,539.0,286.0
4816,544.0,539.0,286.0
4817,544.0,539.0,286.0
4818,544.0,539.0,286.0
4819,544.0,539.0,286.0
4820,544.0,539.0,286.0
4821,544.0,539.0,286.0
4822,544.0,539.0,286.0
4823,544.0,539.0,286.0
4824,544.0,539.0,286.0
4825,544.0,539.0,286.0
4826,544.0,539.0,286.0
4827,544.0,539.0,286.0
4828,544.0,540.0,286.0
4829,544.0,541.0,286.0
4830,544.0,541.0,286.0
4831,544.0,541.0,287.0
4832,544.0,541.0,287.0
4833,545.0,541.0,287.0
4834,546.0,541.0,287.0
4835,546.0,541.0,287.0
4836,546.0,541.0,287.0
4837,546.0,541.0,287.0
4838,546.0,541.0,287.0
4839,546.0,541.0,287.0
4840,546.0,541.0,287.0
4841,546.0,541.0,287.0
4842,546.0,541.0,287.0
4843,546.0,541.0,287.0
4844,546.0,541.0,287.0
4845,546.0,541.0,287.0
4846,546.0,542.0,287.0
4847,546.0,543.0,287.0
4848,546.0,543.0,288.0
4849,546.0,543.0,288.0
4850,546.0,543.0,288.0
4851,547.0,543.0,288.0
4852,548.0,543.0,288.0
4853,548.0,543.0,288.0
4854,548.0,543.0,288.0
4855,548.0,543.0,288.0
4856,548.0,543.0,288.0
4857,548.0,543.0,288.0
4858,548.0,543.0,288.0
4859,548.0,543.0,288.0
4860,548.0,543.0,288.0
4861,548.0,543.0,288.0
4862,548.0,543.0,288.0
4863,548.0,543.0,288.0
4864,548.0,544.0,288.0
4865,548.0,545.0,289.0
4866,548.0,545.0,289.0
4867,548.0,545.0,289.0
4868,548.0,545.0,289.0
4869,549.0,545.0,289.0
4870,550.0,545.0,289.0
4871,550.0,545.0,289.0
4872,550.0,545.0,289.0
4873,550.0,545.0,289.0
4874,550.0,545.0,289.0
4875,550.0,545.0,289.0
4876,550.0,545.0,289.0
4877,550.0,545.0,289.0
4878,550.0,545.0,289.0
4879,550.0,545.0,289.0
4880,550.0,545.0,289.0
4881,550.0,545.0,289.0
4882,550.0,546.0,290.0
4883,550.0,547.0,290.0
4884,550.0,547.0,290.0
4885,550.0,547.0,290.0
4886,550.0,547.0,290.0
4887,551.0,547.0,290.0
4888,552.0,547.0,290.0
4889,552.0,547.0,290.0
4890,552.0,547.0,290.0
4891,552.0,547.0,290.0
4892,552.0,547.0,290.0
4893,552.0,547.0,290.0
4894,552.0,547.0,290.0
4895,552.0,547.0,290.0
4896,552.0,547.0,290.0
4897,552.0,547.0,290.0
4898,552.0,547.0,290.0
4899,552.0,547.0,291.0
4900,552.0,548.0,291.0
4901,552.0,549.0,291.0
4902,552.0,549.0,291.0
4903,552.0,549.0,291.0
4904,552.0,549.0,291.0
4905,553.0,549.0,291.0
4906,554.0,549.0,291.0
4907,554.0,549.0,291.0
4908,554.0,549.0,291.0
4909,554.0,549.0,291.0
4910,554.0,549.0,291.0
4911,554.0,549.0,291.0
4912,554.0,549.0,291.0
4913,554.0,549.0,291.0
4914,554.0,549.0,291.0
4915,554.0,549.0,291.0
4916,554.0,549.0,292.0
4917,554.0,549.0,292.0
4918,554.0,550.0,292.0
4919,554.0,551.0,292.0
4920,554.0,551.0,292.0
4921,554.0,551.0,292.0
4922,554.0,551.0,292.0
4923,555.0,551.0,292.0
4924,556.0,551.0,292.0
4925,556.0,551.0,292.0
4926,556.0,551.0,292.0
4927,556.0,551.0,292.0
4928,556.0,551.0,292.0
4929,556.0,551.0,292.0
4930,556.0,551.0,292.0
4931,556.0,551.0,292.0
4932,556.0,551.0,292.0
4933,556.0,551.0,293.0
4934,556.0,551.0,293.0
4935,556.0,551.0,293.0
4936,556.0,552.0,293.0
4937,556.0,553.0,293.0
4938,556.0,553.0,293.0
4939,556.0,553.0,293.0
4940,556.0,553.0,293.0
4941,557.0,553.0,293.0
4942,558.0,553.0,293.0
4943,558.0,553.0,293.0
4944,558.0,553.0,293.0
4945,558.0,553.0,293.0
4946,558.0,553.0,293.0
4947,558.0,553.0,293.0
4948,558.0,553.0,293.0
4949,558.0,553.0,293.0
4950,558.0,553.0,294.0
4951,558.0,553.0,294.0
4952,558.0,553.0,294.0
4953,558.0,553.0,294.0
4954,558.0,554.0,294.0
4955,558.0,555.0,294.0
4956,558.0,555.0,294.0
4957,558.0,555.0,294.0
4958,558.0,555.0,294.0
4959,559.0,555.0,294.0
4960,560.0,555.0,294.0
4961,560.0,555.0,294.0
4962,560.0,555.0,294.0
4963,560.0,555.0,294.0
4964,560.0,555.0,294.0
4965,560.0,555.0,294.0
4966,560.0,555.0,294.0
4967,560.0,555.0,295.0
4968,560.0,555.0,295.0
4969,560.0,555.0,295.0
4970,560.0,555.0,295.0
4971,560.0,555.0,295.0
4972,560.0,556.0,295.0
4973,560.0,557.0,295.0
4974,560.0,557.0,295.0
4975,560.0,557.0,295.0
4976,560.0,557.0,295.0
4977,561.0,557.0,295.0
4978,562.0,557.0,295.0
4979,562.0,557.0,295.0
4980,562.0,557.0,295.0
4981,562.0,557.0,295.0
4982,562.0,557.0,295.0
4983,562.0,557.0,295.0
4984,562.0,557.0,296.0
4985,562.0,557.0,296.0
4986,562.0,557.0,296.0
4987,562.0,557.0,296.0
4988,562.0,557.0,296.0
4989,562.0,557.0,296.0
4990,562.0,558.0,296.0
4991,562.0,559.0,296.0
4992,562.0,559.0,296.0
4993,562.0,559.0,296.0
4994,562.0,559.0,296.0
4995,563.0,559.0,296.0
4996,564.0,559.0,296.0
4997,564.0,559.0,296.0
4998,564.0,559.0,296.0
4999,564.0,559.0,296.0
5000,564.0,559.0,296.0
5001,564.0,559.0,297.0
5002,564.0,559.0,297.0
5003,564.0,559.0,297.0
5004,564.0,559.0,297.0
5005,564.0,559.0,297.0
5006,564.0,559.0,297.0
5007,564.0,559.0,297.0
5008,564.0,560.0,297.0
5009,564.0,561.0,297.0
5010,564.0,561.0,297.0
5011,564.0,561.0,297.0
5012,564.0,561.0,297.0
5013,565.0,561.0,297.0
5014,566.0,561.0,297.0
5015,566.0,561.0,297.0
5016,566.0,561.0,297.0
5017,566.0,561.0,297.0
5018,566.0,561.0,298.0
5019,566.0,561.0,298.0
5020,566.0,561.0,298.0
5021,566.0,561.0,298.0
5022,566.0,561.0,298.0
5023,566.0,561.0,298.0
5024,566.0,561.0,298.0
5025,566.0,561.0,298.0
5026,566.0,562.0,298.0
5027,566.0,563.0,298.0
5028,566.0,563.0,298.0
5029,566.0,563.0,298.0
5030,566.0,563.0,298.0
5031,567.0,563.0,298.0
5032,568.0,563.0,298.0
5033,568.0,563.0,298.0
5034,568.0,563.0,298.0
5035,568.0,563.0,299.0
5036,568.0,563.0,299.0
5037,568.0,563.0,299.0
5038,568.0,563.0,299.0
5039,568.0,563.0,299.0
5040,568.0,563.0,299.0
5041,568.0,563.0,299.0
5042,568.0,563.0,299.0
5043,568.0,563.0,299.0
5044,568.0,564.0,299.0
5045,568.0,565.0,299.0
5046,568.0,565.0,299.0
5047,568.0,565.0,299.0
5048,568.0,565.0,299.0
5049,569.0,565.0,299.0
5050,570.0,565.0,299.0
5051,570.0,565.0,299.0
5052,570.0,565.0,300.0
5053,570.0,565.0,300.0
5054,570.0,565.0,300.0
5055,570.0,565.0,300.0
5056,570.0,565.0,300.0
5057,570.0,565.0,300.0
5058,570.0,565.0,300.0
5059,570.0,565.0,300.0
5060,570.0,565.0,300.0
5061,570.0,565.0,300.0
5062,570.0,566.0,300.0
5063,570.0,567.0,300.0
5064,570.0,567.0,300.0
5065,570.0,567.0,300.0
5066,570.0,567.0,300.0
5067,571.0,567.0,300.0
5068,572.0,567.0,300.0
5069,572.0,567.0,301.0
5070,572.0,567.0,301.0
5071,572.0,567.0,301.0
5072,572.0,567.0,301.0
5073,572.0,567.0,301.0
5074,572.0,567.0,301.0
5075,572.0,567.0,301.0
5076,572.0,567.0,301.0
5077,572.0,567.0,301.0
5078,572.0,567.0,301.0
5079,572.0,567.0,301.0
5080,572.0,568.0,301.0
5081,572.0,569.0,301.0
5082,572.0,569.0,301.0
5083,572.0,569.0,301.0
5084,572.0,569.0,301.0
5085,573.0,569.0,301.0
5086,574.0,569.0,302.0
5087,574.0,569.0,302.0
5088,574.0,569.0,302.0
5089,574.0,569.0,302.0
5090,574.0,569.0,302.0
5091,574.0,569.0,302.0
5092,574.0,569.0,302.0
5093,574.0,569.0,302.0
5094,574.0,569.0,302.0
5095,574.0,569.0,302.0
5096,574.0,569.0,302.0
5097,574.0,569.0,302.0
5098,574.0,570.0,302.0
5099,574.0,571.0,302.0
5100,574.0,571.0,302.0
5101,574.0,571.0,302.0
5102,574.0,571.0,302.0
5103,575.0,571.0,303.0
5104,576.0,571.0,303.0
5105,576.0,571.0,303.0
5106,576.0,571.0,303.0
5107,576.0,571.0,303.0
5108,576.0,571.0,303.0
5109,576.0,571.0,303.0
5110,576.0,571.0,303.0
5111,576.0,571.0,303.0
5112,576.0,571.0,303.0
5113,576.0,571.0,303.0
5114,576.0,571.0,303.0
5115,576.0,571.0,303.0
5116,576.0,572.0,303.0
5117,576.0,573.0,303.0
5118,576.0,573.0,303.0
5119,576.0,573.0,303.0
5120,576.0,573.0,304.0
5121,577.0,573.0,304.0
5122,578.0,573.0,304.0
5123,578.0,573.0,304.0
5124,578.0,573.0,304.0
5125,578.0,573.0,304.0
5126,578.0,573.0,304.0
5127,578.0,573.0,304.0
5128,578.0,573.0,304.0
5129,578.0,573.0,304.0
5130,578.0,573.0,304.0
5131,578.0,573.0,304.0
5132,578.0,573.0,304.0
5133,578.0,573.0,304.0
5134,578.0,574.0,304.0
5135,578.0,575.0,304.0
5136,578.0,575.0,304.0
5137,578.0,575.0,305.0
5138,578.0,575.0,305.0
5139,579.0,575.0,305.0
5140,580.0,575.0,305.0
5141,580.0,575.0,305.0
5142,580.0,575.0,305.0
5143,580.0,575.0,305.0
5144,580.0,575.0,305.0
5145,580.0,575.0,305.0
5146,580.0,575.0,305.0
5147,580.0,575.0,305.0
5148,580.0,575.0,305.0
5149,580.0,575.0,305.0
5150,580.0,575.0,305.0
5151,580.0,575.0,305.0
5152,580.0,576.0,305.0
5153,580.0,577.0,305.0
5154,580.0,577.0,306.0
5155,580.0,577.0,306.0
5156,580.0,577.0,306.0
5157,581.0,577.0,306.0
5158,582.0,577.0,306.0
5159,582.0,577.0,306.0
5160,582.0,577.0,306.0
5161,582.0,577.0,306.0
5162,582.0,577.0,306.0
5163,582.0,577.0,306.0
5164,582.0,577.0,306.0
5165,582.0,577.0,306.0
5166,582.0,577.0,306.0
5167,582.0,577.0,306.0
5168,582.0,577.0,306.0
5169,582.0,577.0,306.0
5170,582.0,578.0,306.0
5171,582.0,579.0,307.0
5172,582.0,579.0,307.0
5173,582.0,579.0,307.0
5174,582.0,579.0,307.0
5175,583.0,579.0,307.0
5176,584.0,579.0,307.0
5177,584.0,579.0,307.0
5178,584.0,579.0,307.0
5179,584.0,579.0,307.0
5180,584.0,579.0,307.0
5181,584.0,579.0,307.0
5182,584.0,579.0,307.0
5183,584.0,579.0,307.0
5184,584.0,579.0,307.0
5185,584.0,579.0,307.0
5186,584.0,579.0,307.0
5187,584.0,579.0,307.0
5188,584.0,580.0,308.0
5189,584.0,581.0,308.0
5190,584.0,581.0,308.0
5191,584.0,581.0,308.0
5192,584.0,581.0,308.0
5193,585.0,581.0,308.0
5194,586.0,581.0,308.0
5195,586.0,581.0,308.0
5196,586.0,581.0,308.0
5197,586.0,581.0,308.0
5198,586.0,581.0,308.0
5199,586.0,581.0,308.0
5200,586.0,581.0,308.0
5201,586.0,581.0,308.0
5202,586.0,581.0,308.0
5203,586.0,581.0,308.0
5204,586.0,581.0,308.0
5205,586.0,581.0,309.0
5206,586.0,582.0,309.0
5207,586.0,583.0,309.0
5208,586.0,583.0,309.0
5209,586.0,583.0,309.0
5210,586.0,583.0,309.0
5211,587.0,583.0,309.0
5212,588.0,583.0,309.0
5213,588.0,583.0,309.0
5214,588.0,583.0,309.0
5215,588.0,583.0,309.0
5216,588.0,583.0,309.0
5217,588.0,583.0,309.0
5218,588.0,583.0,309.0
5219,588.0,583.0,309.0
5220,588.0,583.0,309.0
5221,588.0,583.0,309.0
5222,588.0,583.0,310.0
5223,588.0,583.0,310.0
5224,588.0,584.0,310.0
5225,588.0,585.0,310.0
5226,588.0,585.0,310.0
5227,588.0,585.0,310.0
5228,588.0,585.0,310.0
5229,589.0,585.0,310.0
5230,590.0,585.0,310.0
5231,590.0,585.0,310.0
5232,590.0,585.0,310.0
5233,590.0,585.0,310.0
5234,590.0,585.0,310.0
5235,590.0,585.0,310.0
5236,590.0,585.0,310.0
5237,590.0,585.0,310.0
5238,590.0,585.0,310.0
5239,590.0,585.0,311.0
5240,590.0,585.0,311.0
5241,590.0,585.0,311.0
5242,590.0,586.0,311.0
5243,590.0,587.0,311.0
5244,590.0,587.0,311.0
5245,590.0,587.0,311.0
5246,590.0,587.0,311.0
5247,591.0,587.0,311.0
5248,592.0,587.0,311.0
5249,592.0,587.0,311.0
5250,592.0,587.0,311.0
5251,592.0,587.0,311.0
5252,592.0,587.0,311.0
5253,592.0,587.0,311.0
5254,592.0,587.0,311.0
5255,592.0,587.0,311.0
5256,592.0,587.0,312.0
5257,592.0,587.0,312.0
5258,592.0,587.0,312.0
5259,592.0,587.0,312.0
5260,592.0,588.0,312.0
5261,592.0,589.0,312.0
5262,592.0,589.0,312.0
5263,592.0,589.0,312.0
5264,592.0,589.0,312.0
5265,593.0,589.0,312.0
5266,594.0,589.0,312.0
5267,594.0,589.0,312.0
5268,594.0,589.0,312.0
5269,594.0,589.0,312.0
5270,594.0,589.0,312.0
5271,594.0,589.0,312.0
5272,594.0,589.0,312.0
5273,594.0,589.0,313.0
5274,594.0,589.0,313.0
5275,594.0,589.0,313.0
5276,594.0,589.0,313.0
5277,594.0,589.0,313.0
5278,594.0,590.0,313.0
5279,594.0,591.0,313.0
5280,594.0,591.0,313.0
5281,594.0,591.0,313.0
5282,594.0,591.0,313.0
5283,595.0,591.0,313.0
5284,596.0,591.0,313.0
5285,596.0,591.0,313.0
5286,596.0,591.0,313.0
5287,596.0,591.0,313.0
5288,596.0,591.0,313.0
5289,596.0,591.0,313.0
5290,596.0,591.0,314.0
5291,596.0,591.0,314.0
5292,596.0,591.0,314.0
5293,596.0,591.0,314.0
5294,596.0,591.0,314.0
5295,596.0,591.0,314.0
5296,596.0,592.0,314.0
5297,596.0,593.0,314.0
5298,596.0,593.0,314.0
5299,596.0,593.0,314.0
5300,596.0,593.0,314.0
5301,597.0,593.0,314.0
5302,598.0,593.0,314.0
5303,598.0,593.0,314.0
5304,598.0,593.0,314.0
5305,598.0,593.0,314.0
5306,598.0,593.0,314.0
5307,598.0,593.0,315.0
5308,598.0,593.0,315.0
5309,598.0,593.0,315.0
5310,598.0,593.0,315.0
5311,598.0,593.0,315.0
5312,598.0,593.0,315.0
5313,598.0,593.0,315.0
5314,598.0,594.0,315.0
5315,598.0,595.0,315.0
5316,598.0,595.0,315.0
5317,598.0,595.0,315.0
5318,598.0,595.0,315.0
5319,599.0,595.0,315.0
5320,600.0,595.0,315.0
5321,600.0,595.0,315.0
5322,600.0,595.0,315.0
5323,600.0,595.0,315.0
5324,600.0,595.0,316.0
5325,600.0,595.0,316.0
5326,600.0,595.0,316.0
5327,600.0,595.0,316.0
5328,600.0,595.0,316.0
5329,600.0,595.0,316.0
5330,600.0,595.0,316.0
5331,600.0,595.0,316.0
5332,600.0,596.0,316.0
5333,600.0,597.0,316.0
5334,600.0,597.0,316.0
5335,600.0,597.0,316.0
5336,600.0,597.0,316.0
5337,601.0,597.0,316.0
5338,602.0,597.0,316.0
5339,602.0,597.0,316.0
5340,602.0,597.0,316.0
5341,602.0,597.0,317.0
5342,602.0,597.0,317.0
5343,602.0,597.0,317.0
5344,602.0,597.0,317.0
5345,602.0,597.0,317.0
5346,602.0,597.0,317.0
5347,602.0,597.0,317.0
5348,602.0,597.0,317.0
5349,602.0,597.0,317.0
5350,602.0,598.0,317.0
5351,602.0,599.0,317.0
5352,602.0,599.0,317.0
5353,602.0,599.0,317.0
5354,602.0,599.0,317.0
5355,603.0,599.0,317.0
5356,604.0,599.0,317.0
5357,604.0,599.0,317.0
5358,604.0,599.0,318.0
5359,604.0,599.0,318.0
5360,604.0,599.0,318.0
5361,604.0,599.0,318.0
5362,604.0,599.0,318.0
5363,604.0,599.0,318.0
5364,604.0,599.0,318.0
5365,604.0,599.0,318.0
5366,604.0,599.0,318.0
5367,604.0,599.0,318.0
5368,604.0,600.0,318.0
5369,604.0,601.0,318.0
5370,604.0,601.0,318.0
5371,604.0,601.0,318.0
5372,604.0,601.0,318.0
5373,605.0,601.0,318.0
5374,606.0,601.0,318.0
5375,606.0,601.0,319.0
5376,606.0,601.0,319.0
5377,606.0,601.0,319.0
5378,606.0,601.0,319.0
5379,606.0,601.0,319.0
5380,606.0,601.0,319.0
5381,606.0,601.0,319.0
5382,606.0,601.0,319.0
5383,606.0,601.0,319.0
5384,606.0,601.0,319.0
5385,606.0,601.0,319.0
5386,606.0,602.0,319.0
5387,606.0,603.0,319.0
5388,606.0,603.0,319.0
5389,606.0,603.0,319.0
5390,606.0,603.0,319.0
5391,607.0,603.0,319.0
5392,608.0,603.0,320.0
5393,608.0,603.0,320.0
5394,608.0,603.0,320.0
5395,608.0,603.0,320.0
5396,608.0,603.0,320.0
5397,608.0,603.0,320.0
5398,608.0,603.0,320.0
5399,608.0,603.0,320.0
5400,608.0,603.0,320.0
5401,0.0,0.0,0.0
